,owner,repo,release_count,language,cadence
1893,RedHatQE,widgetastic.core,6,python,modern
1894,RedisAI,redisai-py,4,python,modern
1895,RedisGears,rgsync,7,python,modern
1896,RedisGraph,redisgraph-bulk-loader,12,python,modern
1897,redstreet,fava_investor,7,python,modern
1898,ReFirmLabs,binwalk,5,python,modern
1900,reportportal,agent-Python-RobotFramework,7,python,modern
1901,reportportal,client-Python,12,python,modern
1905,RIPE-NCC,ripe-atlas-tools,4,python,modern
1906,riscv-non-isa,riscv-trace-spec,2,python,modern
1910,robotology,icub-main,15,python,modern
1912,robotools,extractor,4,python,modern
1913,robotools,fontMath,6,python,modern
1916,rocky,python3-trepan,5,python,modern
1917,ROCm-Developer-Tools,rocprofiler,17,python,modern
1918,ROCmSoftwarePlatform,rocBLAS,20,python,modern
1919,ROCmSoftwarePlatform,rocRAND,19,python,modern
1920,ROCmSoftwarePlatform,rocThrust,20,python,modern
1922,RPi-Distro,python-sense-hat,4,python,modern
1923,rpy2,rpy2,7,python,modern
1925,rsheftel,pandas_market_calendars,10,python,modern
1926,rsinger86,drf-flex-fields,10,python,modern
1927,RUCAIBox,CRSLab,2,python,modern
1929,rusty1s,pytorch_sparse,7,python,modern
1932,s0faking,plugin.video.orftvthek,11,python,modern
1936,saghul,pycares,11,python,modern
1938,salsa.debian.org,debian_iwd,19,python,modern
1939,salsa.debian.org,science-team_gyoto,13,python,modern
1940,saltstack,salt-bootstrap,9,python,modern
1943,samuelcolvin,watchgod,16,python,modern
1954,scikit-hep,hist,12,python,modern
1958,scikit-learn-contrib,sklearn-pandas,3,python,modern
1961,scoder,lupa,5,python,modern
1962,score-p,scorep_binding_python,9,python,modern
1963,scottbonline,sense,13,python,modern
1967,scrapy,queuelib,3,python,modern
1978,sequitur-g2p,sequitur-g2p,14,python,modern
1983,shaypal5,cachier,2,python,modern
1987,shoyer,h5netcdf,11,python,modern
1992,simple-salesforce,simple-salesforce,9,python,modern
1993,SimpleJWT,django-rest-framework-simplejwt,9,python,modern
1995,sixohsix,twitter,7,python,modern
1996,sknetwork-team,scikit-network,11,python,modern
1998,SkyTemple,skytemple,21,python,modern
2003,snakemake,snakefmt,13,python,modern
2005,Snawoot,postfix-mta-sts-resolver,6,python,modern
2008,sony,nnabla-ext-cuda,17,python,modern
2009,spacetelescope,gwcs,5,python,modern
2017,spyder-ide,spyder-line-profiler,2,python,modern
2019,sqlalchemy,dogpile.cache,7,python,modern
2020,sqlboy,fileseq,9,python,modern
2021,square,pylink,11,python,modern
2025,stefanberger,swtpm,12,python,modern
2027,StephenSorriaux,ansible-kafka-admin,16,python,modern
2031,storpipfugl,pykdtree,4,python,modern
2034,Stratoscale,skipper,10,python,modern
2037,SubstraFoundation,distributed-learning-contributivity,5,python,modern
2038,sumerc,yappi,2,python,modern
2039,sunpy,ablog,21,python,modern
2040,sunqm,libcint,18,python,modern
2042,swansonk14,typed-argument-parser,5,python,modern
2044,swri-robotics,marti_common,7,python,modern
2046,SysBioChalmers,Human-GEM,7,python,modern
2053,TDAmeritrade,stumpy,12,python,modern
2056,tencentyun,cos-python-sdk-v5,17,python,modern
2057,tensorflow,data-validation,18,python,modern
2058,tensorflow,estimator,9,python,modern
2059,tensorflow,metadata,15,python,modern
2060,tensorflow,recommenders,8,python,modern
2061,tensorflow,transform,20,python,modern
2065,theislab,scib,6,python,modern
2066,therion,therion,11,python,modern
2067,thingsboard,thingsboard-python-client-sdk,2,python,modern
2069,thoth-station,micropipenv,9,python,modern
2070,THUDM,cogdl,8,python,modern
2071,thumbor,remotecv,6,python,modern
2076,tldmod,tldmod,19,python,modern
2081,TorchEnsemble-Community,Ensemble-Pytorch,9,python,modern
2082,tox-dev,tox-conda,8,python,modern
2087,tryolabs,norfair,9,python,modern
2090,tulir,mautrix-signal,9,python,modern
2093,typeddjango,django-stubs,8,python,modern
2095,typeddjango,pytest-mypy-plugins,7,python,modern
2097,ubermag,oommfc,6,python,modern
2098,uber,causalml,8,python,modern
2099,uber,petastorm,6,python,modern
2110,urbanairship,python-library,5,python,modern
2111,uriyyo,fastapi-pagination,19,python,modern
2114,vanvalenlab,deepcell-tf,19,python,modern
2115,vapoursynth,vapoursynth,10,python,modern
2116,vasole,pymca,11,python,modern
2117,vertica,vertica-python,6,python,modern
2119,vgrem,Office365-REST-Python-Client,15,python,modern
2123,vimalloc,flask-jwt-extended,16,python,modern
2126,volkamerlab,opencadd,2,python,modern
2128,vrchatapi,VRChatPython,3,python,modern
2129,vxgmichel,aioconsole,6,python,modern
2131,wagtail,wagtail-factories,4,python,modern
2134,warpnet,salt-lint,7,python,modern
2143,winpython,winpython,12,python,modern
2144,wkentaro,gdown,8,python,modern
2146,woefe,ytcc,14,python,modern
2148,WoLpH,numpy-stl,10,python,modern
2149,WoLpH,python-progressbar,7,python,modern
2150,WordOps,WordOps,8,python,modern
2159,yasl-lang,yasl,18,python,modern
2162,yoshida-lab,XenonPy,10,python,modern
2163,Yubico,yubikey-manager,11,python,modern
2164,yuma-m,pychord,6,python,modern
2165,yunojuno,django-request-token,2,python,modern
2166,yunstanford,pytest-sanic,4,python,modern
2168,zalandoresearch,pytorch-ts,6,python,modern
2169,zamzterz,Flask-pyoidc,4,python,modern
2179,adzerk,adzerk-api,10,ruby,modern
2180,aerospike,aerospike-client-ruby,9,ruby,modern
2185,asenchi,scrolls,4,ruby,modern
2188,balvig,spyke,2,ruby,modern
2190,bigcommerce,gruf,14,ruby,modern
2192,castle,castle-ruby,7,ruby,modern
2194,chaps-io,public_activity,3,ruby,modern
2198,cloudfoundry-incubator,bosh-openstack-cpi-release,7,ruby,modern
2201,CocoaPods,cocoapods-downloader,6,ruby,modern
2204,crashtech,torque-postgresql,14,ruby,modern
2205,davissp14,etcdv3-ruby,4,ruby,modern
2207,dev-sec,cis-dil-benchmark,7,ruby,modern
2209,digidentity,libsaml,7,ruby,modern
2214,dry-rb,dry-core,8,ruby,modern
2220,dry-rb,dry-monitor,9,ruby,modern
2222,dry-rb,dry-schema,23,ruby,modern
2224,dry-rb,dry-system,16,ruby,modern
2228,EasyPost,easypost-ruby,19,ruby,modern
2229,ekyfauzi,numbers_in_words,8,ruby,modern
2231,evanphx,benchmark-ips,4,ruby,modern
2232,fastlane,fastlane-plugin-firebase_app_distribution,10,ruby,modern
2233,fastly,fastly-ruby,3,ruby,modern
2234,flavorjones,mini_portile,8,ruby,modern
2243,gocardless,gocardless-pro-ruby,9,ruby,modern
2245,GoogleCloudPlatform,inspec-gcp-cis-benchmark,3,ruby,modern
2247,guard,listen,6,ruby,modern
2249,heapsource,active_model_otp,4,ruby,modern
2259,k1LoW,awspec,15,ruby,modern
2261,karafka,waterdrop,19,ruby,modern
2263,kubo,ruby-oci8,2,ruby,modern
2264,kufu,activerecord-bitemporal,3,ruby,modern
2266,lifull-dev,bucky-core,17,ruby,modern
2267,lob,lob-ruby,9,ruby,modern
2269,looker-open-source,gzr,5,ruby,modern
2270,lostisland,faraday_middleware,2,ruby,modern
2272,madeintandem,jsonb_accessor,8,ruby,modern
2274,Mangopay,mangopay2-ruby-sdk,13,ruby,modern
2276,meilisearch,meilisearch-ruby,19,ruby,modern
2279,mizzy,serverspec,4,ruby,modern
2281,mongoid,mongoid_orderable,4,ruby,modern
2286,nviennot,nobrainer,7,ruby,modern
2290,pat,thinking-sphinx,4,ruby,modern
2291,pdfkit,pdfkit,4,ruby,modern
2295,rails,globalid,4,ruby,modern
2296,rails,jbuilder,7,ruby,modern
2297,rails,kredis,5,ruby,modern
2300,raszi,mrkt,4,ruby,modern
2303,ResultadosDigitais,feature_flagger,5,ruby,modern
2310,rootstrap,yaaf,5,ruby,modern
2311,rubocop-hq,rubocop-rspec,20,ruby,modern
2313,ruby2d,ruby2d,6,ruby,modern
2315,ruby,curses,4,ruby,modern
2316,ruby,io-console,5,ruby,modern
2317,ruby,matrix,4,ruby,modern
2318,ruby,ostruct,9,ruby,modern
2321,sds,haml-lint,8,ruby,modern
2322,sds,mock_redis,11,ruby,modern
2323,sds,slim-lint,3,ruby,modern
2326,Shopify,graphql-batch,2,ruby,modern
2327,Shopify,oktakit,4,ruby,modern
2328,Shopify,packwerk,13,ruby,modern
2329,Shopify,rubocop-sorbet,10,ruby,modern
2336,soutaro,steep,5,ruby,modern
2337,sparklemotion,mechanize,7,ruby,modern
2339,spree,deface,7,ruby,modern
2341,svenfuchs,i18n-active_record,4,ruby,modern
2350,tigrish,devise-i18n,5,ruby,modern
2354,trailblazer,trailblazer-operation,3,ruby,modern
2356,uploadcare,uploadcare-ruby,7,ruby,modern
2359,westonganger,protected_attributes_continued,3,ruby,modern
2363,yoshoku,rumale,7,ruby,modern
2365,zendesk,active_record_shards,10,ruby,modern
1,8treenet,freedom,6,go,slow
2,abhi,libcni,3,go,slow
8,agola-io,agola,2,go,slow
10,akamensky,argparse,5,go,slow
14,aliyun,aliyun-tablestore-go-sdk,4,go,slow
15,amimof,huego,2,go,slow
16,antchfx,xpath,2,go,slow
17,apache,incubator-yunikorn-core,6,go,slow
18,apache,skywalking-swck,7,go,slow
23,aquasecurity,kubectl-who-can,2,go,slow
29,baetyl,baetyl-cloud,2,go,slow
34,bogem,id3v2,3,go,slow
35,bookingcom,nanotube,2,go,slow
37,bradleyjkemp,cupaloy,2,go,slow
42,bxcodec,faker,5,go,slow
50,cloudflare,tableflip,3,go,slow
52,container-storage-interface,spec,4,go,slow
53,containerd,cgroups,5,go,slow
55,containers,ocicrypt,7,go,slow
58,coreybutler,nvm-windows,3,go,slow
59,corneliusweig,ketall,2,go,slow
72,DataDog,zstd,5,go,slow
74,dghubble,oauth1,2,go,slow
75,dgraph-io,ristretto,2,go,slow
77,didi,gendry,2,go,slow
79,docker,docker-credential-helpers,2,go,slow
81,doron-cohen,antidot,5,go,slow
83,eldadru,ksniff,3,go,slow
84,elliotchance,pie,6,go,slow
85,emersion,go-message,2,go,slow
86,emersion,go-msgauth,2,go,slow
96,fishworks,gofish,2,go,slow
99,fullstorydev,grpcurl,6,go,slow
101,gcla,termshark,3,go,slow
106,github,git-sizer,2,go,slow
112,go-gota,gota,2,go,slow
117,gojuno,minimock,2,go,slow
119,gomodule,redigo,6,go,slow
120,gonum,plot,4,go,slow
127,gorgonia,tensor,7,go,slow
129,gravitational,trace,4,go,slow
135,hajimehoshi,oto,3,go,slow
140,hashicorp,go-version,4,go,slow
147,hellofresh,goengine,4,go,slow
149,hellofresh,kandalf,2,go,slow
150,hellofresh,klepto,2,go,slow
151,hetznercloud,csi-driver,6,go,slow
155,huacnlee,gobackup,4,go,slow
156,huandu,go-sqlbuilder,7,go,slow
160,ibmdb,go_ibm_db,3,go,slow
162,ilibs,gosql,5,go,slow
169,jarcoal,httpmock,4,go,slow
177,keikoproj,active-monitor,5,go,slow
182,Kong,go-pdk,5,go,slow
185,ktr0731,go-fuzzyfinder,7,go,slow
188,Kucoin,kucoin-go-sdk,4,go,slow
191,labstack,gommon,2,go,slow
193,larrabee,s3sync,7,go,slow
194,lazyledger,smt,2,go,slow
195,LeelaChessZero,lczero-client,4,go,slow
198,loopfz,gadgeto,3,go,slow
201,lyft,protoc-gen-star,3,go,slow
202,lytics,cloudstorage,6,go,slow
213,mcuadros,ofelia,3,go,slow
215,melbahja,got,3,go,slow
220,MixinNetwork,bot-api-go-client,7,go,slow
223,motemen,gore,4,go,slow
226,muesli,termenv,7,go,slow
227,mum4k,termdash,4,go,slow
229,mvdan,gofumpt,7,go,slow
231,nanomsg,mangos,6,go,slow
240,nuvo,orca,2,go,slow
241,nytimes,gcp-vault,3,go,slow
247,openfaas,golang-http-template,7,go,slow
248,openzipkin,zipkin-go,3,go,slow
249,orcaman,concurrent-map,3,go,slow
250,orgrim,pg_back,3,go,slow
251,oschwald,maxminddb-golang,2,go,slow
252,otiai10,copy,2,go,slow
253,packethost,docker-machine-driver-packet,3,go,slow
255,PaesslerAG,gval,4,go,slow
256,palantir,go-baseapp,6,go,slow
259,parallaxsecond,parsec,4,go,slow
262,ph4r5h4d,wait4it,6,go,slow
263,pin,tftp,3,go,slow
272,pusher,pusher-http-go,3,go,slow
288,rjkroege,edwood,2,go,slow
289,rogpeppe,go-internal,4,go,slow
295,secrethub,secrethub-cli,5,go,slow
296,secrethub,secrethub-go,3,go,slow
301,shogo82148,go-sql-proxy,4,go,slow
302,sipcapture,heplify,3,go,slow
305,socialpoint-labs,bsk,5,go,slow
306,softlayer,softlayer-go,5,go,slow
313,tendermint,tm-db,3,go,slow
318,ThalesGroup,helm-spray,5,go,slow
319,thoas,go-funk,4,go,slow
320,timescale,timescaledb-tune,6,go,slow
321,tuenti,secrets-manager,4,go,slow
329,upyun,go-sdk,3,go,slow
330,vanadium,go.lib,4,go,slow
332,vertica,vertica-sql-go,4,go,slow
337,vito,oci-build-task,8,go,slow
338,vmware-tanzu,velero-plugin-for-vsphere,7,go,slow
340,Vonage,vonage-go-sdk,2,go,slow
343,webdevops,azure-devops-exporter,6,go,slow
346,willf,bloom,6,go,slow
347,x-motemen,ghq,5,go,slow
348,xhit,go-simple-mail,8,go,slow
351,zalando-incubator,es-operator,3,go,slow
353,zalando,go-keyring,2,go,slow
354,zclconf,go-cty,2,go,slow
357,zricethezav,go-tdameritrade,5,go,slow
359,3dcitydb,importer-exporter,6,java,slow
360,47degrees,memeid,6,java,slow
361,7koston,bridge,2,java,slow
363,aaronjwood,PortAuthority,6,java,slow
365,abashev,vfs-s3,2,java,slow
366,abel533,Mapper,2,java,slow
370,adolfintel,OpenPods,6,java,slow
378,akamai,AkamaiOPEN-edgegrid-java,3,java,slow
379,akardapolov,ASH-Viewer,2,java,slow
385,alibaba,SmartEngine,2,java,slow
388,aliyun,aliyun-tsdb-java-sdk,4,java,slow
393,android-password-store,Android-Password-Store,5,java,slow
395,apache,maven-enforcer,2,java,slow
397,apache,maven-javadoc-plugin,3,java,slow
398,apache,maven-release,4,java,slow
399,apache,rocketmq-spring,3,java,slow
400,apache,skywalking-nginx-lua,4,java,slow
402,AppIntro,AppIntro,2,java,slow
405,arturmkrtchyan,iban4j,2,java,slow
406,ashald,EnvFile,4,java,slow
408,AsteroidOS,AsteroidOSSync,6,java,slow
409,ata4,bspsrc,3,java,slow
410,Automattic,Automattic-Tracks-Android,4,java,slow
411,automvc,bee,3,java,slow
414,awslabs,amazon-kinesis-video-streams-producer-sdk-java,2,java,slow
415,awslabs,amazon-sqs-java-temporary-queues-client,5,java,slow
418,Azure,azure-functions-java-library,6,java,slow
419,Azure,azure-notificationhubs-java-backend,4,java,slow
420,badaix,snapdroid,3,java,slow
424,bardsoftware,ganttproject,3,java,slow
432,bfabiszewski,ulogger-android,3,java,slow
433,BiglySoftware,BiglyBT,7,java,slow
436,billthefarmer,mididriver,7,java,slow
439,blazemeter,dm3270,4,java,slow
441,bobbylight,AutoComplete,6,java,slow
443,braintree,android-card-form,5,java,slow
446,bsideup,jabel,4,java,slow
454,ChanceSD,AncientGates,2,java,slow
455,ChannelApe,shopify-sdk,3,java,slow
457,chenenyu,Router,4,java,slow
458,ChestShop-authors,ChestShop-3,3,java,slow
460,clojurephant,clojurephant,2,java,slow
465,ConnectingEurope,eInvoicing-EN16931,6,java,slow
466,controlsfx,controlsfx,3,java,slow
472,CyberSource,cybersource-sdk-java,3,java,slow
473,dan2097,opsin,2,java,slow
476,DataDog,java-dogstatsd-client,5,java,slow
477,datastax,simulacron,2,java,slow
478,davidmc24,gradle-avro-plugin,7,java,slow
480,dCache,nfs4j,4,java,slow
483,developersu,ns-usbloader,4,java,slow
484,devonfw,devon4j,5,java,slow
488,Dimezis,BlurView,5,java,slow
492,documents4j,documents4j,4,java,slow
495,dpd85,open-dis-cpp,6,java,slow
497,Earthcomputer,EnchantmentCracker,2,java,slow
503,eclipse,capella,3,java,slow
504,eclipse,eclipse-collections,2,java,slow
505,eclipse,gef,7,java,slow
507,eclipse,m2e-core,3,java,slow
508,eclipse,microprofile-fault-tolerance,2,java,slow
509,eclipse,nebula.widgets.nattable,3,java,slow
511,ElectronicChartCentre,java-vector-tile,3,java,slow
512,eleme,UETool,2,java,slow
517,ernestoyaquello,VerticalStepperForm,4,java,slow
518,esafirm,android-image-picker,3,java,slow
520,espertechinc,esper,2,java,slow
525,evotor,integration-library,6,java,slow
528,farmerbb,Notepad,4,java,slow
529,faruktoptas,FancyShowCaseView,5,java,slow
531,fiji,TrackMate3,3,java,slow
540,fruggy83,openocean,2,java,slow
545,gateship-one,odyssey,5,java,slow
546,gaul,modernizer-maven-plugin,4,java,slow
547,gentlecat,counter,2,java,slow
548,GeoLatte,geolatte-geom,5,java,slow
552,geysermc,packetlib,3,java,slow
556,gluonhq,maps,2,java,slow
557,gocd-contrib,gocd-build-status-notifier,3,java,slow
563,google,gps-measurement-tools,3,java,slow
564,google,re2j,2,java,slow
565,goshippo,shippo-java-client,5,java,slow
566,gradle,test-retry-gradle-plugin,6,java,slow
570,guardianproject,PixelKnot,2,java,slow
571,Guardsquare,proguard,6,java,slow
572,guilds-plugin,Guilds,6,java,slow
573,hahaoo7,griefpreventionflags,6,java,slow
575,halfhp,androidplot,3,java,slow
577,hazelcast,hazelcast-hibernate,4,java,slow
579,hivemq,hivemq-community-edition,4,java,slow
583,hs-web,hsweb-easy-orm,6,java,slow
588,IHTSDO,snomed-owl-toolkit,2,java,slow
595,instagram4j,instagram4j,5,java,slow
597,itext,i7j-pdfhtml,7,java,slow
598,itext,i7j-rups,7,java,slow
606,jboss-logging,jboss-logging,3,java,slow
607,jboss-logging,jboss-logmanager,2,java,slow
611,jenkinsci,ansicolor-plugin,4,java,slow
613,jenkinsci,branch-api-plugin,7,java,slow
614,jenkinsci,build-user-vars-plugin,3,java,slow
617,jenkinsci,configurationslicing-plugin,3,java,slow
622,jenkinsci,flaky-test-handler-plugin,3,java,slow
625,jenkinsci,google-storage-plugin,2,java,slow
626,jenkinsci,hashicorp-vault-plugin,7,java,slow
629,jenkinsci,jacoco-plugin,5,java,slow
631,jenkinsci,log-parser-plugin,2,java,slow
632,jenkinsci,mailer-plugin,7,java,slow
634,jenkinsci,monitoring-plugin,5,java,slow
638,jenkinsci,parameterized-trigger-plugin,6,java,slow
641,jenkinsci,plot-plugin,3,java,slow
644,jenkinsci,prometheus-plugin,3,java,slow
647,jenkinsci,splunk-devops-plugin,3,java,slow
648,jenkinsci,ssh-agent-plugin,4,java,slow
656,jensgerdes,sonar-pmd,3,java,slow
658,JetBrains,arend-lib,4,java,slow
660,JetBrains,Grammar-Kit,3,java,slow
662,jfree,jfreesvg,4,java,slow
663,JFXtras,jfxtras-styles,2,java,slow
665,jklingsporn,vertx-jooq,5,java,slow
667,jmdns,jmdns,2,java,slow
668,jmstoolbox,jmstoolbox,7,java,slow
669,jodersky,sbt-jni,5,java,slow
671,jrbudda,Vivecraft_Spigot_Extensions,3,java,slow
672,jrvansuita,MaterialAbout,5,java,slow
674,JSQLParser,JSqlParser,6,java,slow
679,Kaysoro,KaellyBot,2,java,slow
680,KeepSafe,TapTargetView,2,java,slow
682,KennyTV,Maintenance,4,java,slow
683,kernitus,BukkitOldCombatMechanics,3,java,slow
684,kezong,fat-aar-android,5,java,slow
685,king,king-http-client,2,java,slow
688,Kodehawa,imageboard-api,4,java,slow
689,KosherJava,zmanim,2,java,slow
690,Kotlin,kotlinx-lincheck,6,java,slow
698,leangen,graphql-spqr,4,java,slow
699,leibnitz27,cfr,2,java,slow
703,Lexteam,Lorenz,2,java,slow
706,libgdx,gdx-pay,2,java,slow
708,lightbend,genjavadoc,2,java,slow
712,linkedin,dex-test-parser,5,java,slow
714,linkedin,shaky-android,3,java,slow
718,lisawray,groupie,3,java,slow
720,locationtech,proj4j,4,java,slow
721,logzio,jmx2graphite,5,java,slow
722,LongDirtyAnimAlf,fpcupdeluxe,5,java,slow
723,lygttpod,SuperTextView,2,java,slow
725,magmaOffenburg,RoboViz,3,java,slow
726,maiflai,gradle-scalatest,2,java,slow
729,mapsforge,mapsforge,2,java,slow
742,michel-kraemer,bson4jackson,3,java,slow
745,microsoft,thrifty,3,java,slow
748,mkulesh,microMathematics,4,java,slow
749,mrmike,Ok2Curl,2,java,slow
750,MSGFPlus,msgfplus,6,java,slow
753,mybatis,mybatipse,2,java,slow
754,MyzelYam,SuperVanish,3,java,slow
757,nccgroup,LoggerPlusPlus,6,java,slow
760,nebula-plugins,nebula-dependency-recommender-plugin,3,java,slow
763,nemerosa,versioning,3,java,slow
769,Nuytemans-Dieter,BetterSleeping,5,java,slow
770,ocornut,meka,2,java,slow
771,OctopusDeploy,octopus-jenkins-plugin,3,java,slow
773,odnoklassniki,one-nio,3,java,slow
778,OpenHFT,Java-Runtime-Compiler,5,java,slow
780,OpenLiberty,liberty-arquillian,7,java,slow
786,osiegmar,FastCSV,4,java,slow
787,owlcs,ont-api,2,java,slow
789,ozzi-,JWT4B,5,java,slow
790,pagehelper,Mybatis-PageHelper,4,java,slow
792,palantir,docker-compose-rule,3,java,slow
795,palantir,gradle-graal,5,java,slow
796,palantir,hadoop-crypto,6,java,slow
800,payara,Cloud-Connectors,2,java,slow
805,physphil,UnitConverterUltimate,2,java,slow
806,pili-engineering,PLDroidMediaStreaming,5,java,slow
809,PlaceholderAPI,PlaceholderAPI,4,java,slow
810,playframework,netty-reactive-streams,3,java,slow
811,pmwmedia,tinylog,6,java,slow
818,qiniu,happy-dns-android,5,java,slow
822,r2dbc,r2dbc-mssql,4,java,slow
823,r2dbc,r2dbc-pool,7,java,slow
824,r2dbc,r2dbc-spi,5,java,slow
825,rabbitmq,rabbitmq-jms-client,6,java,slow
826,radarsh,gradle-test-logger-plugin,3,java,slow
832,reactor,reactor-rabbitmq,5,java,slow
839,RedisBloom,JRedisBloom,4,java,slow
841,RedisJSON,JRedisJSON,3,java,slow
842,RedisLabs,spark-redis,4,java,slow
848,rsocket,rsocket-java,5,java,slow
850,s1ck,gdl,2,java,slow
852,SBPrime,BlocksHub,2,java,slow
858,scwang90,SmartRefreshLayout,2,java,slow
859,sdstoehr,har-reader,2,java,slow
862,SecUSo,privacy-friendly-passwordgenerator,2,java,slow
863,SecUSo,privacy-friendly-pedometer,4,java,slow
864,SerCeMan,jnr-fuse,3,java,slow
866,Simperium,simperium-android,4,java,slow
870,skydoves,ColorPickerView,2,java,slow
871,skydoves,PowerMenu,2,java,slow
873,snyk,snyk-maven-plugin,2,java,slow
874,sockeqwe,AdapterDelegates,2,java,slow
876,sofastack,sofa-bolt,3,java,slow
879,sonar-perl,sonar-perl,5,java,slow
893,ssadedin,bpipe,2,java,slow
902,TechFortress,GriefPrevention,2,java,slow
907,terrakok,Cicerone,2,java,slow
913,ThreeTen,threeten-extra,3,java,slow
915,ticofab,android-gpx-parser,4,java,slow
916,timbru31,SilkSpawners,4,java,slow
920,TorrentStream,TorrentStream-Android,2,java,slow
922,trustin,os-maven-plugin,2,java,slow
925,TWChennai,gocd-git-path-material-plugin,6,java,slow
930,UniTime,cpsolver,2,java,slow
931,uuverifiers,eldarica,3,java,slow
933,valfirst,jbehave-junit-runner,2,java,slow
937,vasl-developers,vasl,4,java,slow
939,viadee,camunda-kafka-polling-client,5,java,slow
943,vorburger,MariaDB4j,2,java,slow
952,weld,weld-junit,4,java,slow
953,witspirit,IntelliJBehave,3,java,slow
955,wmpf,wmpf_demo_external,4,java,slow
956,wolfSSL,wolfssljni,3,java,slow
958,wvengen,proguard-maven-plugin,2,java,slow
961,y20k,trackbook,3,java,slow
964,yegor256,cactoos,4,java,slow
966,zalando,jackson-datatype-money,2,java,slow
967,zalando,tokens,3,java,slow
972,zhegexiaohuozi,JsoupXpath,2,java,slow
973,zhkl0228,unidbg,6,java,slow
976,101Loop,drf-user,3,python,slow
977,20c,vaping,2,python,slow
979,2gis,k8s-handle,6,python,slow
982,abrt,retrace-server,4,python,slow
983,abseil,abseil-py,4,python,slow
988,acsone,git-aggregator,4,python,slow
991,AdaCore,gprbuild,2,python,slow
992,AdaCore,langkit,2,python,slow
1003,adafruit,Adafruit_IO_Python,2,python,slow
1007,adamewing,bamsurgeon,3,python,slow
1008,adamreeve,npTDMS,6,python,slow
1010,adobe-type-tools,psautohint,3,python,slow
1014,aertslab,pySCENIC,5,python,slow
1015,aff3ct,aff3ct,3,python,slow
1019,ahopkins,sanic-jwt,3,python,slow
1021,aio-libs,aiojobs,2,python,slow
1022,aio-libs,aiokafka,3,python,slow
1024,aio-libs,aiopg,2,python,slow
1025,aio-libs,aioredis,2,python,slow
1030,airbnb,omniduct,2,python,slow
1035,alembic,alembic,5,python,slow
1036,alexander-akhmetov,python-telegram,2,python,slow
1039,alibaba,graph-learn,3,python,slow
1040,alicevision,CCTag,4,python,slow
1044,allegro,bigflow,2,python,slow
1047,althonos,fs.sshfs,4,python,slow
1050,amanusk,aida-cli,3,python,slow
1053,amphibian-dev,toad,5,python,slow
1055,Anaconda-Platform,anaconda-project,5,python,slow
1057,anexia-it,django-rest-passwordreset,2,python,slow
1058,Ankit404butfound,PyWhatKit,5,python,slow
1059,ansible-collections,asa,4,python,slow
1063,AntSimi,py-eddy-tracker,5,python,slow
1064,apache,incubator-datasketches-cpp,7,python,slow
1066,APSL,django-yubin,2,python,slow
1067,arcadelab,deepdrr,3,python,slow
1068,ArduCAM,MIPI_Camera,2,python,slow
1069,aristanetworks,cvprac,5,python,slow
1070,arminbiere,cadical,5,python,slow
1072,arrrlo,Google-Images-Search,6,python,slow
1075,asmaloney,libE57Format,2,python,slow
1078,astropy,pyvo,4,python,slow
1079,astropy,regions,3,python,slow
1080,astropy,specreduce,3,python,slow
1081,atcollab,at,5,python,slow
1084,atomistic-machine-learning,schnetpack,2,python,slow
1087,avast,pytest-docker,4,python,slow
1094,axkibe,lsyncd,2,python,slow
1101,baidu,BaikalDB,4,python,slow
1102,bakwc,PySyncObj,4,python,slow
1104,bastibe,pysound,2,python,slow
1105,bcgsc,tigmint,6,python,slow
1106,beda-software,drf-writable-nested,3,python,slow
1107,beda-software,fhir-py,2,python,slow
1108,beeware,rubicon-objc,2,python,slow
1110,benfred,implicit,3,python,slow
1111,Bergvca,string_grouper,2,python,slow
1112,bhattlab,workflows,2,python,slow
1114,biobakery,phylophlan,2,python,slow
1118,bit-team,backintime,3,python,slow
1128,bootphon,phonemizer,6,python,slow
1132,bpython,bpython,4,python,slow
1133,bpython,curtsies,3,python,slow
1134,brianhie,scanorama,3,python,slow
1136,bruneval,molgw,3,python,slow
1139,bxlab,bx-python,5,python,slow
1144,camptocamp,docker-odoo-project,4,python,slow
1145,CannyLab,tsne-cuda,2,python,slow
1146,CanonicalLtd,netplan,4,python,slow
1148,carsonyl,pypac,3,python,slow
1152,cdrx,faktory_worker_python,3,python,slow
1154,cedadev,cis,3,python,slow
1155,cedricbonhomme,Stegano,5,python,slow
1156,celery,billiard,4,python,slow
1157,celery,django-celery-results,6,python,slow
1159,CEMPD,SMOKE,2,python,slow
1161,cevoaustralia,aws-google-auth,2,python,slow
1162,cfpb,wagtail-sharing,5,python,slow
1166,chibisov,drf-extensions,2,python,slow
1168,chimpler,pyhocon,2,python,slow
1169,chlubba,catch22,4,python,slow
1171,chris-belcher,electrum-personal-server,3,python,slow
1172,christiansandberg,canopen,2,python,slow
1173,CiscoDevNet,ansible-aci,3,python,slow
1174,CiscoUcs,imcsdk,3,python,slow
1175,CiscoUcs,ucsmsdk,3,python,slow
1177,ckan,ckanext-xloader,4,python,slow
1178,ckan,datapusher,2,python,slow
1179,clara-parabricks,rapids-single-cell-examples,4,python,slow
1180,claranet,terraform-aws-lambda,2,python,slow
1186,clokep,django-render-block,3,python,slow
1187,closeio,tasktiger,6,python,slow
1189,cloudflare,python-cloudflare-v4,7,python,slow
1192,CMA-ES,pycma,4,python,slow
1195,codespell-project,codespell,4,python,slow
